time,position,velocity,energy
4095.5,-41.4563,-90.423,4947.47
4096,-79.5051,-59.9155,4955.47
4096.5,-98.0883,-14.7386,4919.27
4097,-92.656,34.0468,4872.16
4097.5,-64.5383,74.4963,4857.45
4098,-20.6194,96.7066,4888.66
4098.5,28.3479,95.2397,4937.1
4099,70.3746,70.4548,4958.23
4099.5,95.1712,28.4201,4932.63
4100,96.6665,-20.5728,4883.83
4100.5,74.4945,-64.5288,4856.7
4101,34.0837,-92.6859,4876.18
4101.5,-14.6721,-98.1502,4924.37
4102,-59.8355,-79.584,4956.95
4102.5,-90.3492,-41.5328,4943.98
4103,-98.7422,6.68705,4897.37
4103.5,-82.9597,53.2697,4859.99
4104,-46.8658,86.81,4866.19
4104.5,0.702553,99.0963,4910.28
4105,48.0989,87.1203,4951.72
4105.5,83.7189,53.8142,4952.41
4106,98.8416,7.33254,4911.72
4106.5,89.7645,-40.9444,4867.05
4107,58.7098,-79.1967,4859.48
4107.5,13.281,-98.0589,4895.97
4108,-35.3995,-92.9129,4942.96
4108.5,-75.413,-65.0185,4957.26
4109,-96.9627,-21.2054,4925.72
4109.5,-94.7726,27.7996,4877.33
4110,-69.3789,69.9983,4856.59
4110.5,-26.9987,95.0589,4882.56
4111,21.9916,96.8458,4931.37
4111.5,65.5976,74.9215,4958.14
4112,93.1431,34.6538,4938.26
4112.5,97.8838,-14.0984,4890.01
4113,78.6592,-59.3988,4857.75
4113.5,40.1761,-90.1563,4871.14
4114,-8.14354,-98.8404,4917.87
4114.5,-54.4694,-83.3249,4954.97
4115,-87.4592,-47.4086,4948.34
4115.5,-99.0359,0.115017,4904.07
4116,-86.3653,47.6104,4862.86
4116.5,-52.5493,83.4492,4862.6
4117,-5.86752,98.8566,4903.53
4117.5,42.2509,90.0605,4948.02
4118,80.0248,59.2145,4955.16
4118.5,98.2058,13.8707,4918.39
4119,92.3427,-34.8692,4871.51
4119.5,63.8708,-75.0718,4857.63
4120,19.7611,-96.8943,4889.5
4120.5,-29.1868,-94.9936,4937.83
4121,-70.9887,-69.8352,4958.18
4121.5,-95.4101,-27.5787,4931.84
4122,-96.4719,21.43,4883.03
4122.5,-73.9139,65.1919,4856.63
4123,-33.2592,92.9926,4876.9
4123.5,15.5385,98.0254,4925.22
4124,60.5318,79.0582,4957.15
4124.5,90.7048,40.7348,4943.34
4125,98.6701,-7.56192,4896.49
4125.5,82.4776,-54.0072,4859.67
4126,46.0916,-87.2297,4866.73
4126.5,-1.57916,-99.0953,4911.18
4127,-48.8633,-86.6989,4952.16
4127.5,-84.184,-53.0756,4951.98
4128,-98.8936,-6.45752,4910.82
4128.5,-89.3905,41.7416,4866.51
4129,-58.0015,79.7208,4859.79
4129.5,-12.4117,98.1817,4896.85
4130,36.2169,92.6042,4943.6
4130.5,75.9783,64.354,4957.07
4131,97.1376,20.3477,4924.87
4131.5,94.5143,-28.6404,4876.61
4132,68.7505,-70.6164,4856.65
4132.5,26.1542,-95.303,4883.35
4133,-22.8455,-96.6561,4932.16
4133.5,-66.2519,-74.3444,4958.2
4134,-93.4375,-33.8307,4937.54
4134.5,-97.7463,14.9661,4889.16
4135,-78.1234,60.0986,4857.55
4135.5,-39.3732,90.5168,4871.77
4136,9.0169,98.7734,4918.75
4136.5,55.1994,82.8468,4955.29
4137,87.8672,46.6365,4947.8
4137.5,99.022,-0.992148,4903.17
4138,85.9327,-48.3778,4862.43
4138.5,51.8042,-83.919,4863.03
4139,4.99217,-98.9138,4904.43
4139.5,-43.0421,-89.6911,4948.56
4140,-80.5382,-58.5089,4954.84
4140.5,-98.3157,-13.0016,4917.51
4141,-92.0221,35.6889,4870.88
4141.5,-63.1983,75.6415,4857.83
4142,-18.9013,97.0744,4890.35
4142.5,30.0233,94.7401,4938.55
4143,71.5972,69.2102,4958.11
4143.5,95.6416,26.7352,4931.05
4144,96.2696,-22.2856,4882.24
4144.5,73.3275,-65.85,4856.57
4145,32.4322,-93.2921,4877.63
4145.5,-16.4037,-97.893,4926.06
4146,-61.2233,-78.5263,4957.33
4146.5,-91.0533,-39.9336,4942.7
4147,-98.5903,8.43621,4895.61
4147.5,-81.989,54.7405,4859.36
4148,-45.3139,87.6425,4867.28
4148.5,2.45564,99.0865,4912.08
4149,49.6239,86.2707,4952.58
4149.5,84.6426,52.3328,4951.54
4150,98.9377,5.58199,4909.92
4150.5,89.0095,-42.5354,4865.98
4151,57.2886,-80.2387,4860.12
4151.5,11.5415,-98.2968,4897.73
4152,-37.0314,-92.2883,4944.23
4152.5,-76.5377,-63.6845,4956.87
4153,-97.3049,-19.4885,4924.02
4153.5,-94.2485,29.479,4875.9
4154,-68.1168,71.229,4856.73
4154.5,-25.3077,95.5396,4884.15
4155,23.6976,96.4589,4932.94
4155.5,66.9009,73.7616,4958.25
4156,93.7245,33.0049,4936.81
4156.5,97.6011,-15.8325,4888.32
4157,77.5815,-60.7936,4857.38
4157.5,38.5673,-90.8703,4872.42
4158,-9.88957,-98.6988,4919.62
4158.5,-55.9251,-82.3623,4955.58
4159,-88.2682,-45.8607,4947.24
4159.5,-99.0002,1.8692,4902.27
4160,-85.4935,49.1415,4862.01
4160.5,-51.055,84.3822,4863.48
4161,-4.11643,98.9632,4905.33
4161.5,43.83,89.3146,4949.08
4162,81.0453,57.7986,4954.51
4162.5,98.4179,12.1316,4916.63
4163,91.6943,-36.5057,4870.26
4163.5,62.5208,-76.2052,4858.04
4164,18.04,-97.2469,4891.2
4164.5,-30.8576,-94.4792,4939.25
4165,-72.2002,-68.5797,4958.02
4165.5,-95.8657,-25.8895,4930.25
4166,-96.0599,23.1394,4881.47
4166.5,-72.7353,66.5029,4856.53
4167,-31.6026,93.5842,4878.36
4167.5,17.2676,97.7528,4926.89
4168,61.91,77.9882,4957.5
4168.5,91.3947,39.1293,4942.05
4169,98.5028,-9.30983,4894.74
4169.5,81.494,-55.4696,4859.07
4170,44.5326,-88.0484,4867.84
4170.5,-3.33193,-99.0699,4912.98
4171,-50.3807,-85.8357,4952.99
4171.5,-85.0945,-51.5859,4951.09
4172,-98.9742,-4.70603,4909.02
4172.5,-88.6216,43.326,4865.46
4173,-56.5713,80.7503,4860.46
4173.5,-10.6704,98.4041,4898.62
4174,37.843,91.9652,4944.85
4174.5,77.0911,63.01,4956.65
4175,97.4646,18.6277,4923.17
4175.5,93.9754,-30.3153,4875.19
4176,67.4777,-71.836,4856.83
4176.5,24.4591,-95.7688,4884.96
4177,-24.5479,-96.254,4933.72
4177.5,-67.5447,-73.1729,4958.28
4178,-94.0043,-32.1765,4936.06
4178.5,-97.4483,16.6978,4887.49
4179,-77.0335,61.4839,4857.22
4179.5,-37.7583,91.2166,4873.08
4180,10.7615,98.6164,4920.5
4180.5,56.6465,81.8713,4955.87
4181,88.6624,45.0814,4946.68
4181.5,98.9707,-2.74611,4901.37
4182,85.0476,-49.9012,4861.61
4182.5,50.3018,-84.8388,4863.95
4183,3.24037,-99.0049,4906.23
4183.5,-44.6144,-88.9311,4949.59
4184,-81.546,-57.0839,4954.16
4184.5,-98.5123,-11.2605,4915.74
4185,-91.3594,37.3198,4869.65
4185.5,-61.8385,76.7629,4858.27
4186,-17.1773,97.4118,4892.06
4186.5,31.6894,94.2109,4939.95
4187,72.7974,67.9439,4957.92
4187.5,96.0822,25.0418,4929.44
4188,95.8426,-23.9913,4880.69
4188.5,72.1374,-67.1506,4856.5
4189,30.7705,-93.869,4879.11
4189.5,-18.1301,-97.605,4927.72
4190,-62.5918,-77.4439,4957.65
4190.5,-91.7289,-38.3219,4941.38
4191,-98.4075,10.1827,4893.87
4191.5,-80.9926,56.1942,4858.79
4192,-43.7478,88.4474,4868.41
4192.5,4.20796,99.0456,4913.87
4193,51.1335,85.394,4953.38
4193.5,85.5397,50.8349,4950.62
4194,99.0029,3.8297,4908.12
4194.5,88.2267,-44.1132,4864.96
4195,55.8495,-81.2556,4860.82
4195.5,9.79841,-98.5038,4899.51
4196,-38.6517,-91.6349,4945.45
4196.5,-77.6384,-62.3305,4956.41
4197,-97.6166,-17.7655,4922.31
4197.5,-93.6949,31.1492,4874.5
4198,-66.8333,72.4374,4856.94
4198.5,-23.6087,95.9905,4885.77
4199,25.3962,96.0417,4934.49
4199.5,68.1832,72.5786,4958.3
4200,94.2766,31.3457,4935.32
4200.5,97.2878,-17.5617,4886.66
4201,76.4795,-62.1694,4857.08
4201.5,36.9464,-91.5559,4873.75
4202,-11.6325,-98.5262,4921.37
4202.5,-57.3633,-81.3739,4956.14
4203,-89.0497,-44.2985,4946.1
4203.5,-98.9335,3.6228,4900.48
4204,-84.595,50.6571,4861.22
4204.5,-49.5446,85.2888,4864.42
4205,-2.36406,99.0388,4907.13
4205.5,45.3953,88.5406,4950.09
4206,82.0404,56.3646,4953.8
4206.5,98.599,10.3886,4914.85
4207,91.0172,-38.1309,4869.05
4207.5,61.1513,-77.3146,4858.51
4208,16.3133,-97.569,4892.92
4208.5,-32.5187,-93.9352,4940.64
4209,-73.389,-67.3027,4957.8
4209.5,-96.2911,-24.1922,4928.62
4210,-95.6178,24.8414,4879.93
4210.5,-71.5339,67.793,4856.5
4211,-29.936,94.1465,4879.86
4211.5,18.9912,97.4496,4928.54
4212,63.2688,76.8937,4957.79
4212.5,92.0559,37.5115,4940.7
4213,98.3046,-11.0548,4893
4213.5,80.4848,-56.9145,4858.53
4214,42.9596,-88.8395,4869
4214.5,-5.08366,-99.0136,4914.76
4215,-51.8823,-84.9456,4953.76
4215.5,-85.9783,-50.08,4950.13
4216,-99.0238,-2.95307,4907.22
4216.5,-87.8248,44.8969,4864.47
4217,-55.1233,81.7545,4861.19
4217.5,-8.92567,98.5958,4900.4
4218,39.4573,91.2974,4946.04
4218.5,78.1797,61.6462,4956.16
4219,97.761,16.9018,4921.45
4219.5,93.407,-31.9806,4873.82
4220,66.1837,-73.0331,4857.06
4220.5,22.7564,-96.2046,4886.59
4221,-26.2426,-95.8218,4935.25
4221.5,-68.8164,-71.9785,4958.3
4222,-94.5416,-30.5123,4934.56
4222.5,-97.1197,18.4243,4885.84
4223,-75.9195,62.85,4856.95
4223.5,-36.1316,91.8879,4874.44
4224,12.5026,98.4284,4922.23
4224.5,58.0758,80.8702,4956.39
4225,89.4299,43.5121,4945.51
4225.5,98.8885,-4.49921,4899.59
4226,84.1357,-51.409,4860.85
4226.5,48.7836,-85.732,4864.91
4227,1.48756,-99.0649,4908.03
4227.5,-46.1727,-88.1432,4950.57
4228,-82.5283,-55.641,4953.42
4228.5,-98.678,-9.51594,4913.95
4229,-90.668,38.939,4868.46
4229.5,-60.4593,77.8603,4858.77
4230,-15.448,97.7186,4893.79
4230.5,33.3455,93.6521,4941.32
4231,73.9748,66.6562,4957.67
4231.5,96.4926,23.3406,4927.8
4232,95.3855,-25.6896,4879.18
4232.5,70.9248,-68.4301,4856.5
4233,29.0992,-94.4165,4880.62
4233.5,-19.8509,-97.2865,4929.36
4234,-63.9408,-76.3373,4957.91
4234.5,-92.3758,-36.6981,4940.02
4235,-98.1939,11.926,4892.14
4235.5,-79.9708,57.6303,4858.29
4236,-42.168,89.2247,4869.59
4236.5,5.95896,98.9737,4915.65
4237,52.627,84.4906,4954.13
4237.5,86.4101,49.3212,4949.64
4238,99.037,2.07621,4906.31
4238.5,87.4162,-45.6771,4863.99
4239,54.3928,-82.247,4861.57
4239.5,8.05223,-98.68,4901.29
4240,-40.2598,-90.9527,4946.62
4240.5,-78.7149,-60.957,4955.89
4241,-97.8978,-16.0369,4920.58
4241.5,-93.1119,32.8096,4873.15
4242,-65.529,73.6231,4857.21
4242.5,-21.9023,96.4112,4887.41
4243,27.0869,95.5944,4936
4243.5,69.4442,71.3728,4958.29
4244,94.7992,29.6766,4933.79
4244.5,96.944,-19.2854,4885.03
4245,75.3535,-63.5257,4856.84
4245.5,35.3139,-92.2127,4875.13
4246,-13.3718,-98.3228,4923.09
4246.5,-58.7836,-80.3601,4956.63
4247,-89.8031,-42.7224,4944.9
4247.5,-98.8358,5.37526,4898.7
4248,-83.6699,52.1568,4860.49
4248.5,-48.0188,86.1686,4865.41
4249,-0.610945,99.0833,4908.93
4249.5,46.9465,87.7389,4951.04
4250,83.0097,54.913,4953.03
4250.5,98.7493,8.64248,4913.06
4251,90.3116,-39.744,4867.89
4251.5,59.7625,-78.3998,4859.04
4252,14.5814,-97.8606,4894.66
4252.5,-34.1697,-93.3617,4941.98
4253,-74.5549,-66.0046,4957.52
4253.5,-96.6864,-22.4872,4926.97
4254,-95.1458,26.5357,4878.43
4254.5,-70.3101,69.0618,4856.53
4255,-28.2601,94.6792,4881.39
4255.5,20.709,97.1158,4930.17
4256,64.6078,75.7751,4958.01
4256.5,92.6883,35.8819,4939.32
4257,98.0756,-12.7963,4891.28
4257.5,79.4505,-58.3416,4858.06
4258,41.3731,-89.6028,4870.2
4258.5,-6.8338,-98.9262,4916.54
4259,-53.3676,-84.0289,4954.48
4259.5,-86.8351,-48.5584,4949.13
4260,-99.0424,-1.19918,4905.41
4260.5,-87.0006,46.4537,4863.53
4261,-53.6581,82.7331,4861.97
4261.5,-7.17816,98.7565,4902.19
4262,41.0592,90.6009,4947.19
4262.5,79.2439,60.2631,4955.61
4263,98.0268,15.1707,4919.71
4263.5,92.8094,-33.636,4872.48
4264,64.869,-74.2074,4857.36
4264.5,21.0465,-96.6102,4888.25
4265,-27.929,-95.3595,4936.74
4265.5,-70.0665,-70.7615,4958.25
4266,-95.0493,-28.8386,4933.02
4266.5,-96.7607,20.145,4884.23
4267,-74.7817,64.1964,4856.74
4267.5,-34.4935,92.5303,4875.83
4268,14.2399,98.2095,4923.94
4268.5,59.4869,79.8436,4956.85
4269,90.1694,41.9292,4944.29
4269.5,98.7753,-6.2509,4897.81
4270,83.1975,-52.9006,4860.15
4270.5,47.2502,-86.5984,4865.93
4271,-0.265718,-99.0939,4909.83
4271.5,-47.7165,-87.3277,4951.5
4272,-83.4847,-54.1807,4952.62
4272.5,-98.8129,-7.76835,4912.16
4273,-89.9482,40.546,4867.33
4273.5,-59.0611,78.9332,4859.33
4274,-13.7138,97.9949,4895.53
4274.5,34.9912,93.0639,4942.64
4275,75.129,65.3477,4957.35
4275.5,96.8727,21.6321,4926.13
4276,94.8986,-27.3798,4877.69
4276.5,69.6899,-69.6882,4856.56
4277,27.4188,-94.9345,4882.17
4277.5,-21.5654,-96.9375,4930.97
4278,-65.2697,-75.2068,4958.1
4278.5,-92.9937,-35.0629,4938.61
4279,-97.9495,13.6656,4890.43
4279.5,-78.9239,59.0483,4857.85
4280,-40.575,89.974,4870.82
4280.5,7.7081,98.8708,4917.43
4281,54.104,83.5607,4954.81
4281.5,87.2533,47.7919,4948.61
4282,99.04,0.322063,4904.51
4282.5,86.5783,-47.2267,4863.08
4283,52.9191,-83.2126,4862.39
4283.5,6.30353,-98.8253,4903.08
4284,-41.8554,-90.242,4947.75
4284.5,-79.7666,-59.5644,4955.32
4285,-98.1482,-14.3033,4918.83
4285.5,-92.4997,34.4597,4871.83
4286,-64.204,74.7858,4857.54
4286.5,-20.189,96.8017,4889.08
4287,28.769,95.1172,4937.47
4287.5,70.6834,70.1447,4958.21
4288,95.292,27.9983,4932.23
4288.5,96.5698,-21.0031,4883.43
4289,74.2039,-64.8621,4856.66
4289.5,33.6704,-92.8407,4876.54
4290,-15.1069,-98.0886,4924.79
4290.5,-60.1854,-79.321,4957.05
4291,-90.5285,-41.1329,4943.66
4291.5,-98.707,7.12604,4896.93
4292,-82.7186,53.6402,4859.82
4292.5,-46.4778,87.0214,4866.46
4293,1.14236,99.0967,4910.73
4293.5,48.4829,86.9097,4951.94
4294,83.9531,53.4442,4952.2
4294.5,98.8686,6.89361,4911.27
4295,89.5777,-41.3447,4866.78
4295.5,58.355,-79.4604,4859.64
4296,12.845,-98.1215,4896.41
4296.5,-35.8099,-92.7589,4943.28
4297,-75.6973,-64.6858,4957.17
4297.5,-97.0514,-20.7753,4925.29
4298,-94.6439,28.2217,4876.97
4298.5,-69.0643,70.3091,4856.62
4299,-26.5753,95.1823,4882.96
4299.5,22.4202,96.7516,4931.77
4300,65.9265,74.6327,4958.17
4300.5,93.2917,34.2411,4937.9
4301,97.8158,-14.5338,4889.58
4301.5,78.3912,-59.7504,4857.65
4302,39.7737,-90.3381,4871.46
4302.5,-8.58179,-98.8077,4918.31
4303,-54.8362,-83.0859,4955.13
4303.5,-87.6647,-47.0217,4948.07
4304,-99.0299,0.555082,4903.61
4304.5,-86.1491,47.9959,4862.64
4305,-52.176,83.6857,4862.82
4305.5,-5.42841,98.8863,4903.98
4306,42.6483,89.8761,4948.29
4306.5,80.2832,58.861,4955
4307,98.2619,13.4348,4917.95
4307.5,92.1827,-35.2808,4871.2
4308,63.534,-75.3584,4857.73
4308.5,19.33,-96.9856,4889.93
4309,-29.6068,-94.8674,4938.19
4309.5,-71.2947,-69.5223,4958.14
4310,-95.5272,-27.1558,4931.44
4310.5,-96.3713,21.8595,4882.64
4311,-73.6204,65.5227,4856.6
4311.5,-32.8446,93.1438,4877.26
4312,15.9727,97.9599,4925.64
4312.5,60.8793,78.7921,4957.24
4313,90.8806,40.3332,4943.02
4313.5,98.6311,-8.00063,4896.05
4314,82.2333,-54.3757,4859.51
4314.5,45.7019,-87.4376,4867
4315,-2.01891,-99.0918,4911.63
4315.5,-49.2454,-86.4849,4952.37
4316,-84.4149,-52.7034,4951.76
4316.5,-98.9167,-6.01833,4910.37
4317,-89.2002,42.1403,4866.24
4317.5,-57.6444,79.9814,4859.96
4318,-11.9753,98.2404,4897.29
4318.5,36.6259,92.4466,4943.92
4319,76.2597,64.0187,4956.97
4319.5,97.2225,19.9168,4924.45
4320,94.3819,-29.0614,4876.25
4320.5,68.4332,-70.9244,4856.69
4321,25.7298,-95.4227,4883.75
4321.5,-23.2732,-96.5581,4932.55
4322,-66.5781,-74.0527,4958.23
4322.5,-93.5824,-33.4167,4937.17
4323,-97.6744,15.4009,4888.74
4323.5,-77.8523,60.4479,4857.47
4324,-38.9693,90.6951,4872.1
4324.5,9.45481,98.7369,4919.19
4325,55.564,82.6046,4955.44
4325.5,88.0692,46.2477,4947.52
4326,99.012,-1.43218,4902.72
4326.5,85.7132,-48.7614,4862.22
4327,51.4288,-84.1522,4863.26
4327.5,4.55285,-98.9396,4904.88
4328,-43.4378,-89.5031,4948.82
4328.5,-80.7934,-58.1531,4954.68
4329,-98.3679,-12.5652,4917.07
4329.5,-91.8586,36.099,4870.57
4330,-62.859,75.925,4857.93
4330.5,-18.4694,97.1619,4890.78
4331,30.4422,94.6102,4938.9
4331.5,71.9004,68.8945,4958.07
4332,95.755,26.3112,4930.65
4332.5,96.1653,-22.7141,4881.85
4333,73.0311,-66.1782,4856.55
4333.5,32.0163,-93.4395,4877.99
4334,-16.8372,-97.8236,4926.48
4334.5,-61.5684,-78.2571,4957.42
4335,-91.2255,-39.5305,4942.37
4335.5,-98.5474,8.87459,4895.17
4336,-81.7414,55.1068,4859.21
4336.5,-44.9223,87.847,4867.56
4337,2.89531,99.0791,4912.53
4337.5,50.0041,86.0533,4952.79
4338,84.8701,51.9586,4951.32
4338.5,98.957,5.14257,4909.47
4339,88.8157,-42.9325,4865.72
4339.5,56.9293,-80.4962,4860.29
4340,11.1046,-98.3516,4898.17
4340.5,-37.4389,-92.1271,4944.54
4341,-76.8161,-63.3467,4956.76
4341.5,-97.386,-19.0568,4923.6
4342,-94.1124,29.8989,4875.54
4342.5,-67.7968,71.5342,4856.78
4343,-24.8822,95.6556,4884.55
4343.5,24.1244,96.357,4933.33
4344,67.2246,73.467,4958.27
4344.5,93.8658,32.5896,4936.43
4345,97.5254,-16.2668,4887.9
4345.5,77.3074,-61.1406,4857.3
4346,38.1618,-91.045,4872.75
4346.5,-10.3271,-98.6584,4920.06
4347,-56.2876,-82.1168,4955.73
4347.5,-88.4669,-45.4701,4946.96
4348,-98.9864,2.30917,4901.82
4348.5,-85.2706,49.5231,4861.81
4349,-50.6776,84.6121,4863.71
4349.5,-3.67695,98.9851,4905.78
4350,44.224,89.123,4949.34
4350.5,81.2973,57.4406,4954.34
4351,98.4662,11.6947,4916.18
4351.5,91.5272,-36.9145,4869.95
4352,62.1791,-76.4857,4858.15
4352.5,17.6074,-97.3306,4891.63
4353,-31.2752,-94.3455,4939.61
4353.5,-72.5005,-68.2614,4957.97
4354,-95.9752,-25.4645,4929.84
4354.5,-95.9518,23.567,4881.08
4355,-72.4361,66.8285,4856.51
4355.5,-31.1854,93.728,4878.73
4356,17.7005,97.6796,4927.31
4356.5,62.2527,77.7159,4957.58
4357,91.5633,38.7246,4941.71
4357.5,98.456,-9.74785,4894.3
4358,81.2432,-55.8337,4858.93
4358.5,44.1393,-88.2495,4868.12
4359,-3.77148,-99.0587,4913.43
4359.5,-50.7589,-85.6149,4953.19
4360,-85.3187,-51.2096,4950.85
4360.5,-98.9895,-4.26642,4908.57
4361,-88.4243,43.7214,4865.21
4361.5,-56.2097,81.0046,4860.64
4362,-10.233,98.4551,4899.06
4362.5,38.2491,91.8004,4945.15
4363,77.3665,62.6697,4956.53
4363.5,97.5418,18.1953,4922.74
4364,93.8356,-30.734,4874.84
4364.5,67.1551,-72.1385,4856.88
4365,24.0327,-95.8809,4885.36
4365.5,-24.9737,-96.1484,4934.11
4366,-67.8657,-72.8754,4958.29
4366.5,-94.1418,-31.76,4935.69
4367,-97.3687,17.1314,4887.08
4367.5,-76.7563,61.8284,4857.15
4368,-37.3513,91.3877,4873.42
4368.5,11.1986,98.5721,4920.93
4369,57.0067,81.6226,4956
4369.5,88.8576,44.689,4946.39
4370,98.953,-3.18598,4900.93
4370.5,84.8213,-50.2809,4861.42
4371,49.9224,-85.0654,4864.18
4371.5,2.80075,-99.0228,4906.68
4372,-45.0066,-88.7361,4949.84
4372.5,-81.7948,-56.7236,4953.98
4373,-98.5568,-10.8232,4915.29
4373.5,-91.1886,37.7271,4869.35
4374,-61.4943,77.0404,4858.39
4374.5,-16.744,97.4916,4892.49
4375,32.1058,94.0735,4940.3
4375.5,73.095,67.6228,4957.86
4376,96.1879,24.6158,4929.03
4376.5,95.7308,-24.4181,4880.31
4377,71.8354,-67.4735,4856.5
4377.5,30.3521,-94.0091,4879.48
4378,-18.5623,-97.528,4928.14
4378.5,-62.9321,-77.1686,4957.72
4379,-91.8939,-37.9157,4941.04
4379.5,-98.3569,10.6204,4893.43
4380,-80.7386,56.5561,4858.66
4380.5,-43.3528,88.645,4868.7
4381,4.64735,99.0305,4914.32
4381.5,51.5096,85.1699,4953.57
4382,85.7606,50.4567,4950.38
4382.5,99.0143,3.38993,4907.66
4383,88.0259,-44.5068,4864.71
4383.5,55.4857,-81.5067,4861
4384,9.36065,-98.5509,4899.95
4384.5,-39.0562,-91.4664,4945.75
4385,-77.9108,-61.9878,4956.29
4385.5,-97.69,-17.3324,4921.88
4386,-93.5514,31.5666,4874.16
4386.5,-66.5081,72.737,4857
4387,-23.1813,96.0988,4886.18
4387.5,25.8211,95.9323,4934.87
4388,68.5016,72.2782,4958.3
4388.5,94.4105,30.9279,4934.94
4389,97.2044,-17.9947,4886.25
4389.5,76.1993,-62.5115,4857.01
4390,36.538,-91.7233,4874.1
4390.5,-12.0692,-98.4781,4921.8
4391,-57.7213,-81.122,4956.26
4391.5,-89.2413,-43.9044,4945.8
4392,-98.9119,4.06254,4900.03
4392.5,-84.3654,51.0348,4861.04
4393,-49.1633,85.512,4864.67
4393.5,-1.92434,99.0528,4907.58
4394,45.7858,88.3421,4950.33
4394.5,82.2859,56.0021,4953.61
4395,98.6396,9.9509,4914.4
4395.5,90.8429,-38.5367,4868.75
4396,60.8047,-77.5891,4858.64
4396.5,15.8793,-97.645,4893.35
4397,-32.9338,-93.7941,4940.98
4397.5,-73.6836,-66.979,4957.73
4398,-96.3931,-23.7652,4928.21
4398.5,-95.5022,25.2672,4879.55
4399,-71.229,68.1133,4856.5
4399.5,-29.5165,94.2829,4880.24
4400,19.4227,97.3687,4928.95
4400.5,63.6066,76.6153,4957.85
4401,92.2173,37.1038,4940.36
4401.5,98.25,-11.492,4892.57
4402,80.2277,-57.2742,4858.41
4402.5,42.5629,-89.0336,4869.29
4403,-5.52286,-98.9945,4915.21
4403.5,-52.2564,-84.7181,4953.95
4404,-86.1957,-49.6998,4949.89
4404.5,-99.0314,-2.51317,4906.76
4405,-87.6207,45.2887,4864.23
4405.5,-54.7574,82.0024,4861.38
4406,-8.48755,98.639,4900.85
4406.5,39.8603,91.1253,4946.34
4407,78.449,61.301,4956.03
4407.5,97.8306,16.4681,4921.01
4408,93.2599,-32.3968,4873.48
4408.5,65.8559,-73.3299,4857.13
4409,22.3281,-96.3092,4887
4409.5,-26.6664,-95.7087,4935.62
4410,-69.1321,-71.6753,4958.3
4410.5,-94.6717,-30.0933,4934.17
4411,-97.0325,18.8565,4885.44
4411.5,-75.6363,63.1896,4856.89
4412,-35.7217,92.0517,4874.78
4412.5,12.9388,98.3764,4922.66
4413,58.4315,80.615,4956.51
4413.5,89.618,43.1163,4945.2
4414,98.863,-4.93878,4899.14
4414.5,83.9029,-51.7847,4860.67
4415,48.4004,-85.9519,4865.16
4415.5,1.04777,-99.0751,4908.48
4416,-46.5613,-87.9412,4950.81
4416.5,-82.7706,-55.2763,4953.22
4417,-98.7148,-9.07781,4913.51
4417.5,-90.4901,39.3433,4868.17
4418,-60.1103,78.1317,4858.91
4418.5,-15.0134,97.7908,4894.22
4419,33.7593,93.5073,4941.65
4419.5,74.2666,66.3299,4957.59
4420,96.5908,22.9127,4927.38
4420.5,95.2662,-26.1144,4878.8
4421,70.6171,-68.7477,4856.51
4421.5,28.6785,-94.5492,4881.01
4422,-20.2816,-97.2018,4929.77
4422.5,-64.276,-76.056,4957.96
4423,-92.5335,-36.289,4939.67
4423.5,-98.1355,12.3628,4891.71
4424,-79.7105,57.9877,4858.17
4424.5,-41.7696,89.4153,4869.9
4425,6.39793,98.9508,4916.1
4425.5,52.9991,84.2598,4954.3
4426,86.6242,48.939,4949.38
4426.5,99.0406,1.63622,4905.86
4427,87.2085,-46.0671,4863.75
4427.5,54.0247,-82.4917,4861.77
4428,7.61378,-98.7193,4901.74
4428.5,-40.6613,-90.7771,4946.91
4429,-78.981,-60.6094,4955.75
4429.5,-97.9635,-15.6025,4920.14
4430,-92.9611,33.2245,4872.81
4430.5,-65.1985,73.917,4857.28
4431,-21.4731,96.512,4887.83
4431.5,27.5097,95.4775,4936.37
4432,69.7571,71.0668,4958.27
4432.5,94.9256,29.2565,4933.4
4433,96.853,-19.7169,4884.63
4433.5,75.0674,-63.8628,4856.79
4434,34.9027,-92.373,4875.48
4434.5,-13.8074,-98.2669,4923.52
4435,-59.137,-80.1018,4956.74
4435.5,-89.9878,-42.3249,4944.6
4436,-98.8064,5.81463,4898.25
4436.5,-83.4337,52.5305,4860.32
4437,-47.6336,86.3851,4865.67
4437.5,-0.171123,99.0896,4909.39
4438,47.3333,87.5335,4951.27
4438.5,83.2488,54.5461,4952.82
4439,98.7822,8.20401,4912.61
4439.5,90.1302,-40.1468,4867.61
4440,59.4112,-78.6682,4859.19
4440.5,14.1463,-97.9289,4895.09
4441,-34.5822,-93.2132,4942.31
4441.5,-74.8437,-65.6757,4957.43
4442,-96.7808,-22.0584,4926.55
4442.5,-95.0227,26.9595,4878.06
4443,-69.9997,69.3768,4856.54
4443.5,-27.8383,94.8082,4881.78
4444,21.1389,97.0273,4930.57
4444.5,64.9405,75.4907,4958.06
4445,92.8424,35.4714,4938.97
4445.5,98.0133,-13.2326,4890.85
4446,79.1871,-58.6968,4857.95
4446.5,40.9731,-89.7899,4870.51
4447,-7.27251,-98.8994,4916.99
4447.5,-53.7376,-83.7948,4954.65
4448,-87.0458,-48.1743,4948.87
